x;y
[41.0, 0.0, 0.0, 0.0, 0.0, 5.0, 1.0, 2.0, 0.0];0
[26.0, 0.0, -1.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0];0
[28.0, 0.0, 0.0, 0.0, 0.0, 5.0, 1.0, 0.0, 1.0];0
[61.0, 0.0, -1.0, 0.0, 0.0, 14.0, 1.0, 3.0, 0.0];0
[25.0, 2.0, 0.0, 0.0, 0.0, 16.0, 1.0, 0.0, 0.0];1
[29.0, 1.0, 0.0, 1.0, 0.0, -1.0, 0.0, 0.0, 1.0];0
[40.0, 15.0, -1.0, 1.0, 1.0, 1579.0, 0.0, 0.0, 0.0];1
[25.0, 0.0, -1.0, 0.0, 0.0, 15.0, 0.0, 2.0, 1.0];0
[27.0, 10.0, -1.0, 0.0, 0.0, 189.0, 1.0, 0.0, 0.0];1
[55.0, 1.0, -1.0, 0.0, 0.0, 51.0, 0.0, 0.0, 1.0];0
[42.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0];0
[32.0, 0.0, -3.0, 0.0, 0.0, 8.0, 0.0, 3.0, 0.0];0
[22.0, 0.0, -1.0, 0.0, 0.0, 47.0, 1.0, 2.0, 0.0];0
[29.0, 0.0, 0.0, 1.0, 1.0, 5.0, 1.0, 0.0, 0.0];1
[28.0, 1.0, -1.0, 0.0, 0.0, 40.0, 1.0, 3.0, 0.0];1
[57.0, 0.0, 0.0, 0.0, 0.0, 2623.0, 1.0, 3.0, 1.0];0
[28.0, 2.0, -4.0, 1.0, 1.0, 34.0, 1.0, 0.0, 0.0];0
[30.0, 18.0, 0.0, 1.0, 1.0, 27.0, 1.0, 0.0, 1.0];1
[33.0, 0.0, -2.0, 0.0, 0.0, 23.0, 1.0, 2.0, 1.0];0
[39.0, 0.0, -3.0, 1.0, 1.0, 54.0, 1.0, 2.0, 0.0];0
[37.0, 5.0, -29.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0];1
[32.0, 0.0, -1.0, 0.0, 0.0, 53.0, 1.0, 0.0, 0.0];0
[34.0, 2.0, -1.0, 1.0, 1.0, 22.0, 1.0, 0.0, 0.0];0
[36.0, 0.0, -1.0, 0.0, 0.0, 20.0, 1.0, 0.0, 0.0];1
[33.0, 0.0, -1.0, 1.0, 1.0, 575.0, 1.0, 2.0, 1.0];1
[28.0, 7.0, -1.0, 1.0, 1.0, 1869.0, 1.0, 0.0, 0.0];1
[46.0, 26.0, -1.0, 1.0, 1.0, 4010.0, 1.0, 2.0, 0.0];1
[23.0, 0.0, -1.0, 1.0, 0.0, 44.0, 1.0, 0.0, 1.0];0
[53.0, 6.0, -1.0, 1.0, 1.0, 260.0, 0.0, 2.0, 0.0];1
[41.0, 9.0, -1.0, 1.0, 0.0, 24.0, 1.0, 0.0, 1.0];1
[22.0, 2.0, 0.0, 1.0, 1.0, 5.0, 1.0, 0.0, 0.0];0
[45.0, 0.0, -1.0, 0.0, 0.0, 28.0, 1.0, 5.0, 1.0];0
[25.0, 0.0, -1.0, 1.0, 1.0, 44.0, 1.0, 0.0, 0.0];1
[37.0, 0.0, -5.0, 0.0, 0.0, 23.0, 1.0, 2.0, 0.0];1
[34.0, 3.0, -1.0, 0.0, 0.0, 20.0, 1.0, 5.0, 1.0];0
[21.0, 1.0, -1.0, 1.0, 1.0, 31.0, 1.0, 2.0, 0.0];1
[48.0, 0.0, -1.0, 0.0, 0.0, 264.0, 1.0, 2.0, 0.0];1
[24.0, 0.0, -1.0, 0.0, 0.0, 47.0, 1.0, 5.0, 0.0];0
[43.0, 6.0, -1.0, 1.0, 1.0, 237.0, 1.0, 2.0, 0.0];0
[77.0, 1.0, -1.0, 0.0, 0.0, 78.0, 1.0, 2.0, 1.0];0
[30.0, 7.0, -1.0, 0.0, 0.0, 45.0, 1.0, 0.0, 0.0];0
[34.0, 3.0, -1.0, 0.0, 0.0, 25.0, 1.0, 0.0, 1.0];1
[28.0, 3.0, -1.0, 1.0, 1.0, 195.0, 1.0, 0.0, 1.0];0
[42.0, 1.0, -1.0, 0.0, 0.0, 20.0, 1.0, 2.0, 0.0];0
[29.0, 10.0, -1.0, 1.0, 1.0, 170.0, 0.0, 2.0, 0.0];0
[24.0, 0.0, -1.0, 0.0, 0.0, 25.0, 0.0, 2.0, 1.0];1
[36.0, 0.0, 0.0, 0.0, 0.0, 24.0, 1.0, 2.0, 1.0];0
[33.0, 2.0, -10.0, 1.0, 1.0, 218.0, 0.0, 3.0, 0.0];0
[25.0, 0.0, -1.0, 0.0, 0.0, 20.0, 1.0, 2.0, 1.0];0
[32.0, 1.0, -11.0, 0.0, 0.0, 263.0, 0.0, 3.0, 1.0];0
[29.0, 0.0, -1.0, 0.0, 0.0, 1748.0, 1.0, 0.0, 0.0];0
[36.0, 15.0, -1.0, 0.0, 0.0, 45.0, 1.0, 0.0, 0.0];1
[34.0, 3.0, -4.0, 0.0, 0.0, 19.0, 1.0, 0.0, 1.0];0
[28.0, 2.0, -1.0, 0.0, 0.0, 749.0, 1.0, 0.0, 0.0];1
[35.0, 1.0, -1.0, 0.0, 0.0, 22.0, 1.0, 0.0, 0.0];0
[25.0, 0.0, -1.0, 0.0, 0.0, 18.0, 1.0, 0.0, 1.0];1
[31.0, 5.0, 0.0, 1.0, 1.0, 893.0, 1.0, 3.0, 0.0];1
[21.0, 4.0, -1.0, 1.0, 1.0, 18.0, 1.0, 3.0, 0.0];1
[52.0, 0.0, -1.0, 1.0, 1.0, 170.0, 1.0, 5.0, 0.0];1
[32.0, 2.0, -1.0, 0.0, 0.0, 21.0, 1.0, 2.0, 0.0];0
[29.0, 2.0, -1.0, 1.0, 1.0, 19.0, 1.0, 0.0, 0.0];0
[35.0, 1.0, -1.0, 0.0, 0.0, 24.0, 1.0, 2.0, 0.0];0
[40.0, 0.0, 0.0, 0.0, 0.0, 535.0, 1.0, 2.0, 0.0];0
[46.0, 7.0, 0.0, 1.0, 1.0, 867.0, 1.0, 2.0, 0.0];1
[42.0, 4.0, -10.0, 1.0, 1.0, 117.0, 0.0, 2.0, 0.0];1
[43.0, 2.0, -10.0, 0.0, 0.0, 45.0, 1.0, 2.0, 0.0];0
[26.0, 2.0, -1.0, 0.0, 0.0, 76.0, 1.0, 2.0, 0.0];0
[22.0, 0.0, -1.0, 0.0, 0.0, 225.0, 1.0, 0.0, 0.0];0
[56.0, 6.0, -1.0, 0.0, 0.0, 22.0, 1.0, 2.0, 0.0];0
[32.0, 14.0, -1.0, 1.0, 1.0, 31.0, 1.0, 0.0, 0.0];1
[57.0, 20.0, 0.0, 1.0, 1.0, 797.0, 1.0, 0.0, 0.0];1
[23.0, 1.0, -2.0, 0.0, 0.0, 20.0, 1.0, 0.0, 0.0];0
[49.0, 7.0, 0.0, 1.0, 1.0, 311.0, 1.0, 5.0, 0.0];1
[61.0, 25.0, -1.0, 0.0, 0.0, 30.0, 1.0, 0.0, 0.0];1
[29.0, 11.0, -1.0, 1.0, 1.0, 555.0, 0.0, 0.0, 0.0];1
[36.0, 1.0, -2.0, 0.0, 0.0, 19.0, 1.0, 2.0, 0.0];0
[27.0, 0.0, -1.0, 1.0, 1.0, 25.0, 1.0, 0.0, 1.0];0
[28.0, 0.0, -1.0, 0.0, 0.0, 16.0, 0.0, 0.0, 0.0];0
[26.0, 3.0, 0.0, 1.0, 1.0, 320.0, 1.0, 0.0, 0.0];1
[31.0, 9.0, -1.0, 1.0, 1.0, 22.0, 1.0, 0.0, 1.0];1
[30.0, 2.0, -1.0, 0.0, 0.0, 436.0, 1.0, 0.0, 1.0];0
[31.0, 3.0, -1.0, 0.0, 0.0, 1484.0, 0.0, 0.0, 0.0];1
[25.0, 9.0, -1.0, 1.0, 1.0, 2034.0, 1.0, 0.0, 0.0];1
[29.0, 1.0, -18.0, 0.0, 0.0, 70.0, 1.0, 2.0, 0.0];0
[34.0, 12.0, 0.0, 0.0, 0.0, 833.0, 1.0, 0.0, 0.0];1
[34.0, 1.0, -1.0, 0.0, 0.0, 68.0, 1.0, 2.0, 0.0];1
[33.0, 16.0, -1.0, 1.0, 1.0, 150.0, 1.0, 0.0, 0.0];1
[54.0, 2.0, -3.0, 0.0, 0.0, 7.0, 0.0, 2.0, 0.0];0
[61.0, 8.0, 0.0, 1.0, 1.0, 740.0, 0.0, 2.0, 0.0];0
[39.0, 3.0, -21.0, 0.0, 0.0, 334.0, 1.0, 3.0, 0.0];0
[31.0, 10.0, -18.0, 1.0, 1.0, 44.0, 1.0, 2.0, 0.0];0
[48.0, 2.0, 0.0, 0.0, 0.0, 30.0, 1.0, 0.0, 0.0];1
[28.0, 0.0, -1.0, 0.0, 0.0, 57.0, 0.0, 3.0, 0.0];0
[34.0, 1.0, 0.0, 0.0, 0.0, 5.0, 1.0, 2.0, 1.0];0
[21.0, 0.0, -1.0, 0.0, 0.0, 25.0, 1.0, 0.0, 1.0];1
[39.0, 0.0, -1.0, 0.0, 0.0, 28.0, 0.0, 5.0, 0.0];0
[44.0, 2.0, -1.0, 0.0, 0.0, 28.0, 1.0, 3.0, 0.0];0
[38.0, 5.0, -1.0, 1.0, 1.0, 1002.0, 0.0, 2.0, 0.0];1
[51.0, 1.0, 0.0, 0.0, 0.0, 5.0, 1.0, 0.0, 0.0];1
[35.0, 2.0, -1.0, 0.0, 0.0, 19.0, 1.0, 2.0, 1.0];0
[34.0, 3.0, -1.0, 0.0, 0.0, 240.0, 0.0, 2.0, 1.0];1
[39.0, 9.0, 0.0, 0.0, 0.0, 5.0, 1.0, 0.0, 0.0];1
[66.0, 1.0, -1.0, 0.0, 0.0, 22.0, 1.0, 2.0, 0.0];0
[26.0, 5.0, 0.0, 0.0, 0.0, 3.0, 1.0, 2.0, 1.0];0
[45.0, 0.0, -1.0, 1.0, 1.0, 40.0, 1.0, 2.0, 0.0];1
[33.0, 10.0, 0.0, 1.0, 1.0, 55.0, 1.0, 0.0, 0.0];1
[23.0, 3.0, -1.0, 1.0, 1.0, 990.0, 1.0, 2.0, 0.0];0
[27.0, 2.0, -1.0, 1.0, 1.0, 5906.0, 1.0, 0.0, 0.0];1
[28.0, 7.0, -1.0, 1.0, 1.0, 28.0, 1.0, 2.0, 0.0];1
[40.0, 9.0, -1.0, 0.0, 0.0, 23.0, 1.0, 2.0, 0.0];1
[26.0, 1.0, -1.0, 1.0, 1.0, 20.0, 1.0, 0.0, 0.0];1
[27.0, 0.0, -3.0, 0.0, 0.0, 29.0, 1.0, 2.0, 0.0];1
[39.0, 1.0, -1.0, 0.0, 0.0, 118.0, 1.0, 0.0, 1.0];0
[51.0, 4.0, -11.0, 0.0, 0.0, 194.0, 0.0, 2.0, 0.0];0
[21.0, 0.0, -3.0, 0.0, 0.0, 21.0, 1.0, 3.0, 0.0];1
[23.0, 5.0, 0.0, 1.0, 1.0, 26.0, 1.0, 0.0, 0.0];1
[61.0, 0.0, -1.0, 0.0, 0.0, 18.0, 1.0, 5.0, 1.0];0
[23.0, 4.0, -1.0, 1.0, 1.0, 23.0, 1.0, 0.0, 0.0];1
[69.0, 0.0, -1.0, 0.0, 0.0, 21.0, 1.0, 5.0, 1.0];0
[22.0, 11.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0];1
[50.0, 10.0, -1.0, 0.0, 0.0, 21.0, 1.0, 2.0, 0.0];0
[28.0, 0.0, -1.0, 0.0, 0.0, 23.0, 1.0, 0.0, 0.0];0
[23.0, 2.0, 0.0, 1.0, 1.0, 3.0, 1.0, 2.0, 0.0];1
[22.0, 1.0, -8.0, 1.0, 0.0, 201.0, 1.0, 2.0, 0.0];0
[39.0, 2.0, -1.0, 0.0, 0.0, 1134.0, 1.0, 0.0, 1.0];0
[29.0, 3.0, 0.0, 1.0, 1.0, 26.0, 1.0, 0.0, 0.0];1
[27.0, 4.0, 0.0, 1.0, 1.0, 4.0, 1.0, 2.0, 0.0];1
[55.0, 0.0, -1.0, 0.0, 0.0, 23.0, 1.0, 2.0, 1.0];0
[41.0, 0.0, 0.0, 0.0, 0.0, 23.0, 1.0, 0.0, 1.0];0
[45.0, 15.0, -1.0, 1.0, 1.0, 25.0, 0.0, 4.0, 0.0];1
[31.0, 10.0, -1.0, 1.0, 1.0, 112.0, 1.0, 0.0, 0.0];1
[37.0, 0.0, -1.0, 1.0, 1.0, 21.0, 0.0, 5.0, 1.0];0
[22.0, 1.0, 0.0, 1.0, 1.0, 404.0, 1.0, 0.0, 1.0];0
[28.0, 7.0, -1.0, 0.0, 0.0, 19.0, 1.0, 0.0, 1.0];1
[27.0, 7.0, -1.0, 1.0, 1.0, 51.0, 1.0, 0.0, 0.0];0
[27.0, 15.0, -1.0, 1.0, 1.0, 723.0, 1.0, 0.0, 0.0];1
[38.0, 0.0, -1.0, 0.0, 0.0, 48.0, 1.0, 0.0, 0.0];0
[44.0, 6.0, -1.0, 0.0, 0.0, 47.0, 1.0, 0.0, 0.0];1
[39.0, 1.0, -1.0, 0.0, 0.0, 18.0, 0.0, 0.0, 0.0];0
[36.0, 0.0, -1.0, 0.0, 0.0, 17.0, 1.0, 2.0, 1.0];0
[24.0, 0.0, -1.0, 0.0, 0.0, 33.0, 1.0, 0.0, 0.0];1
[35.0, 1.0, -1.0, 0.0, 0.0, 29.0, 0.0, 0.0, 0.0];0
[22.0, 0.0, 0.0, 0.0, 0.0, 267.0, 1.0, 0.0, 0.0];1
[31.0, 6.0, -1.0, 1.0, 1.0, 30.0, 1.0, 5.0, 1.0];0
[28.0, 5.0, -23.0, 1.0, 1.0, 502.0, 1.0, 2.0, 0.0];1
[30.0, 15.0, -4.0, 1.0, 1.0, -5.0, 0.0, 0.0, 0.0];1
[27.0, 3.0, -1.0, 1.0, 1.0, 24.0, 0.0, 0.0, 0.0];1
[24.0, 4.0, -27.0, 1.0, 1.0, 645.0, 1.0, 0.0, 0.0];1
[52.0, 0.0, -6.0, 0.0, 0.0, 14.0, 0.0, 2.0, 0.0];0
[38.0, 5.0, -1.0, 1.0, 1.0, 68.0, 1.0, 2.0, 1.0];0
[65.0, 1.0, -11.0, 0.0, 0.0, 39.0, 0.0, 2.0, 0.0];0
[25.0, 5.0, -1.0, 1.0, 1.0, 358.0, 1.0, 2.0, 1.0];1
[25.0, 0.0, 0.0, 0.0, 0.0, 8.0, 1.0, 0.0, 0.0];0
[24.0, 0.0, -1.0, 0.0, 0.0, 15.0, 0.0, 0.0, 1.0];0
[41.0, 1.0, -1.0, 0.0, 0.0, 48.0, 1.0, 0.0, 0.0];0
[30.0, 9.0, 0.0, 1.0, 1.0, 1203.0, 1.0, 0.0, 0.0];1
[40.0, 2.0, -1.0, 1.0, 0.0, 20.0, 1.0, 0.0, 1.0];0
[27.0, 0.0, -1.0, 1.0, 1.0, 28.0, 1.0, 5.0, 0.0];0
[33.0, 8.0, -1.0, 1.0, 0.0, 46.0, 1.0, 0.0, 0.0];1
[27.0, 0.0, -1.0, 1.0, 1.0, 18.0, 1.0, 0.0, 1.0];0
[55.0, 0.0, -1.0, 0.0, 0.0, 20.0, 1.0, 2.0, 1.0];0
[52.0, 3.0, -25.0, 0.0, 0.0, 5.0, 0.0, 2.0, 1.0];0
[40.0, 2.0, -15.0, 0.0, 0.0, 77.0, 1.0, 0.0, 0.0];0
[51.0, 1.0, -1.0, 0.0, 0.0, 28.0, 1.0, 3.0, 1.0];0
[26.0, 5.0, -1.0, 1.0, 1.0, 845.0, 1.0, 2.0, 0.0];0
[25.0, 1.0, 0.0, 0.0, 0.0, -11.0, 1.0, 0.0, 0.0];1
[53.0, 1.0, -1.0, 1.0, 1.0, 120.0, 1.0, 2.0, 1.0];0
[28.0, 3.0, -1.0, 1.0, 1.0, 3965.0, 1.0, 3.0, 0.0];1
[27.0, 13.0, 0.0, 1.0, 1.0, 340.0, 1.0, 0.0, 0.0];1
[39.0, 1.0, -1.0, 0.0, 0.0, 19.0, 1.0, 3.0, 1.0];0
[64.0, 8.0, -1.0, 0.0, 0.0, 21.0, 1.0, 2.0, 0.0];0
[23.0, 3.0, 0.0, 0.0, 0.0, 151.0, 1.0, 0.0, 1.0];1
[28.0, 1.0, -1.0, 1.0, 0.0, 236.0, 0.0, 2.0, 0.0];1
[34.0, 15.0, -4.0, 1.0, 1.0, 79.0, 0.0, 2.0, 0.0];1
[23.0, 1.0, 0.0, 1.0, 0.0, 10.0, 0.0, 3.0, 1.0];0
[30.0, 2.0, 0.0, 1.0, 1.0, 3.0, 1.0, 2.0, 1.0];0
[19.0, 0.0, -2.0, 1.0, 1.0, 55.0, 1.0, 2.0, 1.0];1
[33.0, 7.0, -6.0, 0.0, 0.0, 19.0, 0.0, 2.0, 1.0];1
[60.0, 0.0, -1.0, 0.0, 0.0, 21.0, 0.0, 2.0, 1.0];0
[35.0, 7.0, -1.0, 1.0, 1.0, 49.0, 0.0, 0.0, 0.0];0
[42.0, 0.0, 0.0, 1.0, 1.0, 29.0, 1.0, 0.0, 1.0];0
[38.0, 7.0, -1.0, 1.0, 1.0, 28.0, 1.0, 3.0, 0.0];1
[28.0, 5.0, 0.0, 0.0, 0.0, 10.0, 1.0, 0.0, 0.0];0
[44.0, 0.0, -1.0, 0.0, 0.0, 28.0, 1.0, 0.0, 0.0];0
[34.0, 15.0, -6.0, 0.0, 0.0, 150.0, 1.0, 0.0, 0.0];1
[29.0, 5.0, 0.0, 1.0, 1.0, 27.0, 1.0, 0.0, 0.0];1
[58.0, 0.0, -1.0, 0.0, 0.0, 26.0, 0.0, 5.0, 0.0];0
[22.0, 1.0, 0.0, 1.0, 1.0, 23.0, 1.0, 0.0, 0.0];1
[22.0, 1.0, -1.0, 1.0, 1.0, 25.0, 0.0, 0.0, 0.0];1
[57.0, 0.0, 0.0, 1.0, 1.0, -10.0, 1.0, 2.0, 1.0];0
[23.0, 2.0, -1.0, 1.0, 1.0, 144.0, 1.0, 0.0, 0.0];1
[54.0, 4.0, 0.0, 1.0, 1.0, 25.0, 1.0, 0.0, 0.0];0
[47.0, 0.0, -1.0, 1.0, 1.0, 31.0, 1.0, 0.0, 0.0];1
[53.0, 1.0, -2.0, 0.0, 0.0, 27.0, 1.0, 2.0, 1.0];0
[59.0, 1.0, -1.0, 0.0, 0.0, 18.0, 1.0, 0.0, 0.0];0
[29.0, 3.0, 0.0, 0.0, 0.0, 4.0, 1.0, 5.0, 1.0];1
[27.0, 27.0, 0.0, 1.0, 1.0, 2.0, 1.0, 0.0, 1.0];1
[31.0, 3.0, 0.0, 0.0, 0.0, 7.0, 1.0, 2.0, 1.0];1
[35.0, 2.0, -1.0, 0.0, 0.0, 26.0, 1.0, 0.0, 0.0];0
[49.0, 1.0, -1.0, 1.0, 0.0, 248.0, 1.0, 0.0, 1.0];1
[23.0, 0.0, -1.0, 1.0, 1.0, 356.0, 1.0, 0.0, 0.0];1
[44.0, 10.0, -1.0, 1.0, 1.0, 142.0, 0.0, 2.0, 0.0];1
[34.0, 0.0, -1.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0];0
[22.0, 0.0, -1.0, 0.0, 0.0, 25.0, 1.0, 0.0, 0.0];0
[45.0, 9.0, -1.0, 1.0, 1.0, 1318.0, 1.0, 2.0, 0.0];1
[63.0, 1.0, -26.0, 0.0, 0.0, 355.0, 1.0, 3.0, 0.0];0
[34.0, 0.0, -1.0, 1.0, 1.0, 24.0, 1.0, 2.0, 0.0];0
[27.0, 2.0, 0.0, 0.0, 0.0, 7.0, 1.0, 0.0, 0.0];0
[38.0, 1.0, -1.0, 0.0, 0.0, 3030.0, 1.0, 3.0, 1.0];1
[25.0, 0.0, -3.0, 0.0, 0.0, 2.0, 0.0, 3.0, 1.0];0
[44.0, 4.0, 0.0, 0.0, 0.0, 30.0, 1.0, 2.0, 1.0];0
[32.0, 0.0, -1.0, 1.0, 1.0, 27.0, 0.0, 0.0, 1.0];0
[23.0, 1.0, 0.0, 0.0, 0.0, 22.0, 1.0, 0.0, 0.0];0
[28.0, 2.0, 0.0, 1.0, 0.0, 69.0, 1.0, 0.0, 1.0];0
[30.0, 1.0, -1.0, 0.0, 0.0, 19.0, 1.0, 0.0, 1.0];0
[39.0, 1.0, 0.0, 1.0, 1.0, -3.0, 1.0, 0.0, 1.0];0
[29.0, 7.0, -1.0, 1.0, 1.0, 96.0, 1.0, 0.0, 0.0];1
[35.0, 13.0, -1.0, 1.0, 1.0, 22.0, 1.0, 0.0, 0.0];1
[27.0, 0.0, -1.0, 0.0, 0.0, 44.0, 1.0, 0.0, 0.0];0
[54.0, 0.0, 0.0, 0.0, 0.0, 52.0, 1.0, 3.0, 0.0];0
[38.0, 1.0, -1.0, 1.0, 1.0, 29.0, 0.0, 2.0, 1.0];1
[33.0, 2.0, -14.0, 0.0, 0.0, 342.0, 1.0, 2.0, 0.0];0
[39.0, 10.0, -1.0, 1.0, 1.0, 25.0, 1.0, 2.0, 0.0];1
[46.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.0, 2.0, 1.0];0
[32.0, 1.0, -15.0, 0.0, 0.0, 368.0, 1.0, 5.0, 0.0];0
[37.0, 9.0, -1.0, 0.0, 0.0, 52.0, 1.0, 3.0, 0.0];1
[45.0, 1.0, -11.0, 0.0, 0.0, 16.0, 0.0, 2.0, 1.0];0
[30.0, 2.0, -1.0, 0.0, 0.0, 24.0, 1.0, 0.0, 1.0];1
[29.0, 1.0, -1.0, 0.0, 0.0, 19.0, 0.0, 0.0, 1.0];0
[20.0, 1.0, -1.0, 0.0, 0.0, 24.0, 0.0, 5.0, 1.0];0
[31.0, 7.0, 0.0, 1.0, 1.0, 26.0, 1.0, 0.0, 1.0];0
[38.0, 9.0, -1.0, 1.0, 1.0, 315.0, 1.0, 0.0, 0.0];1
[21.0, 1.0, -1.0, 1.0, 1.0, 268.0, 1.0, 0.0, 0.0];1
[30.0, 5.0, -1.0, 1.0, 1.0, 53.0, 1.0, 3.0, 0.0];0
[36.0, 26.0, -1.0, 1.0, 1.0, 22.0, 1.0, 0.0, 0.0];1
[21.0, 1.0, -1.0, 1.0, 1.0, 66.0, 1.0, 0.0, 0.0];1
[27.0, 17.0, 0.0, 1.0, 1.0, 27.0, 1.0, 0.0, 0.0];1
[23.0, 8.0, -1.0, 1.0, 1.0, 70.0, 1.0, 0.0, 0.0];1
[44.0, 1.0, 0.0, 1.0, 1.0, 152.0, 0.0, 2.0, 1.0];0
[51.0, 5.0, 0.0, 0.0, 0.0, 786.0, 0.0, 2.0, 0.0];1
[48.0, 1.0, -21.0, 0.0, 0.0, 511.0, 1.0, 5.0, 0.0];0
[22.0, 0.0, -1.0, 1.0, 1.0, 165.0, 1.0, 5.0, 0.0];1
[36.0, 14.0, -1.0, 1.0, 1.0, 4173.0, 1.0, 0.0, 0.0];1
[22.0, 1.0, 0.0, 1.0, 1.0, 3.0, 1.0, 0.0, 0.0];0
[49.0, 0.0, 0.0, 0.0, 0.0, -10.0, 1.0, 2.0, 1.0];0
[34.0, 1.0, -1.0, 0.0, 0.0, 23.0, 1.0, 0.0, 0.0];0
[23.0, 0.0, 0.0, 0.0, 0.0, 7.0, 1.0, 3.0, 0.0];0
[20.0, 1.0, -1.0, 1.0, 1.0, 27.0, 1.0, 0.0, 0.0];1
[61.0, 0.0, -1.0, 0.0, 0.0, 30.0, 0.0, 2.0, 0.0];0
[37.0, 1.0, -1.0, 1.0, 1.0, 28.0, 1.0, 2.0, 1.0];0
[31.0, 13.0, -1.0, 1.0, 1.0, 43.0, 1.0, 0.0, 0.0];1
[26.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0];0
[43.0, 9.0, -2.0, 0.0, 0.0, 22.0, 1.0, 2.0, 0.0];1
[20.0, 1.0, -1.0, 0.0, 0.0, 52.0, 1.0, 0.0, 0.0];0
[24.0, 6.0, 0.0, 1.0, 1.0, 1103.0, 1.0, 0.0, 0.0];1
[66.0, 5.0, -1.0, 1.0, 1.0, 16.0, 1.0, 0.0, 0.0];0
[25.0, 1.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 1.0];1
[39.0, 13.0, -1.0, 1.0, 1.0, 31.0, 1.0, 0.0, 0.0];1
[30.0, 8.0, -1.0, 1.0, 0.0, 20.0, 1.0, 0.0, 0.0];1
[25.0, 0.0, -1.0, 0.0, 0.0, 20.0, 1.0, 3.0, 0.0];0
[30.0, 0.0, -1.0, 0.0, 0.0, 19.0, 1.0, 0.0, 1.0];0
[25.0, 2.0, -1.0, 0.0, 0.0, 26.0, 1.0, 0.0, 0.0];0
[21.0, 1.0, -1.0, 0.0, 0.0, 2605.0, 1.0, 0.0, 0.0];1
[21.0, 1.0, -1.0, 0.0, 0.0, 22.0, 1.0, 3.0, 0.0];1
[40.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 3.0, 1.0];0
[42.0, 0.0, -3.0, 0.0, 0.0, 27.0, 0.0, 2.0, 0.0];0
[20.0, 0.0, -1.0, 1.0, 1.0, 164.0, 1.0, 2.0, 0.0];1
[21.0, 0.0, -1.0, 0.0, 0.0, 24.0, 0.0, 0.0, 1.0];1
[32.0, 8.0, -8.0, 1.0, 1.0, 168.0, 0.0, 3.0, 1.0];1
[26.0, 7.0, 0.0, 1.0, 1.0, 3.0, 1.0, 2.0, 0.0];1
[21.0, 0.0, -1.0, 0.0, 0.0, 24.0, 1.0, 5.0, 1.0];1
[26.0, 0.0, 0.0, 0.0, 0.0, 71.0, 1.0, 0.0, 0.0];0
[22.0, 2.0, -22.0, 1.0, 1.0, 384.0, 1.0, 0.0, 0.0];0
[20.0, 0.0, 0.0, 1.0, 1.0, 30.0, 1.0, 2.0, 0.0];1
[30.0, 3.0, -1.0, 0.0, 0.0, 19.0, 0.0, 0.0, 0.0];0
[23.0, 5.0, -1.0, 1.0, 1.0, 18.0, 0.0, 2.0, 0.0];1
[65.0, 0.0, -1.0, 0.0, 0.0, 18.0, 0.0, 2.0, 0.0];0
[23.0, 3.0, 18.0, 1.0, 1.0, 5878.0, 1.0, 2.0, 0.0];1
[21.0, 0.0, -1.0, 1.0, 1.0, 694.0, 1.0, 2.0, 0.0];0
[60.0, 0.0, -1.0, 0.0, 0.0, 23.0, 1.0, 3.0, 0.0];0
[71.0, 1.0, -28.0, 0.0, 0.0, 95.0, 1.0, 2.0, 1.0];0
[28.0, 0.0, -1.0, 0.0, 0.0, 22.0, 1.0, 2.0, 1.0];0
[35.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0];0
[31.0, 0.0, 0.0, 0.0, 0.0, 54.0, 1.0, 2.0, 0.0];1
[29.0, 1.0, -1.0, 0.0, 0.0, 23.0, 1.0, 0.0, 1.0];0
[22.0, 1.0, -1.0, 0.0, 0.0, 578.0, 1.0, 2.0, 1.0];1
[24.0, 0.0, 0.0, 1.0, 1.0, -1.0, 1.0, 0.0, 0.0];0
[51.0, 6.0, 11.0, 1.0, 1.0, 446.0, 1.0, 2.0, 1.0];0
[40.0, 23.0, 30.0, 1.0, 1.0, 766.0, 1.0, 0.0, 1.0];1
[52.0, 1.0, -1.0, 0.0, 0.0, 18.0, 1.0, 2.0, 0.0];0
[22.0, 0.0, 0.0, 1.0, 0.0, 24.0, 1.0, 2.0, 0.0];1
[27.0, 2.0, 0.0, 0.0, 0.0, 7.0, 1.0, 2.0, 0.0];1
[20.0, 0.0, -1.0, 1.0, 1.0, 23.0, 1.0, 5.0, 1.0];1
[43.0, 6.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0];1
[23.0, 0.0, 0.0, 1.0, 1.0, 73.0, 1.0, 2.0, 1.0];1
[61.0, 1.0, 0.0, 0.0, 0.0, -4.0, 0.0, 2.0, 1.0];0
[22.0, 0.0, -1.0, 1.0, 1.0, 787.0, 1.0, 3.0, 0.0];0
